Recruits yr^-1
235918.0
132536.0
188570.0
160325.0
205589.0
213169.0
190669.0
159243.0
212304.0
168514.0
261980.0
232972.0
159171.0
128207.0
297162.0
216575.0
171487.0
177325.0
230656.0
199891.0
248021.0
91093.0
252535.0
191731.0
206245.0
222962.0
241093.0
154158.0
222793.0
163392.0
127097.0
170921.0
105399.0
169546.0
245802.0
115123.0
210790.0
282203.0
141476.0
195418.0
