Recruits yr^-1
271983
271985
273624
272387
273622
273623
273631
272949
271282
272187
273808
272192
272188
274433
273562
273560
273561
273564
271943
273394
273393
272975
271877
270528
271876
272161
272162
272164
273010
273008
273012
270106
270109
271756
271753
