Recruits yr^-1
217395
217797
219395
218494
219451
220471
220255
217853
217682
218057
220525
218912
217439
217593
221105
220282
219881
214632
218943
221971
220257
217242
219467
217740
219997
220080
217956
218689
222861
216532
216871
219333
218852
219144
217522
222063
220279
220332
218562
218263
