Recruits yr^-1
191018
197163
194945
192448
191621
190767
192597
191392
193245
193599
194287
191549
191628
193987
189829
194566
192813
189675
194765
195363
191165
191023
194474
195595
191759
191236
192783
192080
192002
193137
194225
193311
192329
192501
197086
190644
194267
190506
194210
193446
