Recruits yr^-1
267997.0
236285.0
131684.0
277798.0
218511.0
253323.0
211635.0
230702.0
218215.0
138510.0
165962.0
264071.0
186128.0
173135.0
194568.0
146911.0
213194.0
144448.0
187932.0
144170.0
232174.0
249822.0
158704.0
185040.0
194280.0
138462.0
216899.0
176569.0
177986.0
134521.0
240665.0
191510.0
174373.0
182882.0
252568.0
132608.0
205067.0
213556.0
187604.0
173525.0
