Recruits yr^-1
285939.0
285295.0
285642.0
287557.0
287469.0
285439.0
287204.0
288593.0
285108.0
286723.0
284604.0
287747.0
286472.0
286608.0
287763.0
287761.0
286897.0
286513.0
285388.0
286965.0
286863.0
286083.0
286081.0
285874.0
285680.0
286079.0
285967.0
285621.0
287494.0
287447.0
285339.0
286520.0
286444.0
286449.0
287066.0
285976.0
287690.0
287689.0
286151.0
287100.0
