Recruits yr^-1
191142.0
192404.0
135967.0
209080.0
199572.0
159886.0
138813.0
147945.0
251181.0
204996.0
220516.0
176564.0
154931.0
256985.0
247293.0
184769.0
218481.0
193576.0
207135.0
140345.0
193583.0
167448.0
152207.0
106281.0
256172.0
195582.0
151973.0
180569.0
158391.0
151965.0
151225.0
141972.0
195697.0
193586.0
173162.0
198681.0
216163.0
164548.0
143818.0
204707.0
