Recruits yr^-1
128170.0
148271.0
266588.0
194405.0
226929.0
170084.0
240583.0
256416.0
142667.0
119632.0
160293.0
167408.0
184461.0
130535.0
245175.0
142369.0
252976.0
192403.0
115418.0
148126.0
287703.0
172028.0
211624.0
152649.0
197886.0
233501.0
234461.0
193246.0
214641.0
136051.0
249622.0
206729.0
123918.0
201266.0
238259.0
206867.0
226207.0
224265.0
169716.0
138961.0
