Recruits yr^-1
115576.0
121374.0
119261.0
118886.0
118168.0
116063.0
118651.0
118127.0
118559.0
116680.0
117885.0
114648.0
118225.0
121639.0
117688.0
119450.0
117614.0
114620.0
117920.0
115518.0
116266.0
120309.0
118722.0
118749.0
117260.0
117035.0
116750.0
115524.0
117834.0
118109.0
116085.0
118205.0
119156.0
118171.0
117942.0
117875.0
116037.0
122896.0
118044.0
117937.0
