Recruits yr^-1
194307
184435
195684
193042
179595
192738
195638
181312
193122
194274
183263
190893
193556
183680
192551
193706
182697
194062
191810
191581
183104
182240
194663
195342
192526
183301
181992
182919
186410
183139
181387
182912
183134
185291
183378
178926
183715
182351
182637
183649
