Recruits yr^-1
222551.0
235797.0
169558.0
183640.0
234912.0
192800.0
111634.0
215443.0
220827.0
209074.0
169349.0
232465.0
181159.0
183705.0
148997.0
225202.0
204944.0
246906.0
214919.0
147060.0
233392.0
274179.0
182034.0
161019.0
211096.0
127839.0
219667.0
185411.0
171560.0
165354.0
249838.0
209456.0
169869.0
229291.0
214097.0
165949.0
210419.0
240377.0
210940.0
295505.0
