Recruits yr^-1
277359.0
276832.0
278570.0
279730.0
276192.0
280235.0
276913.0
276634.0
277710.0
278154.0
278180.0
278506.0
280029.0
279268.0
277522.0
278251.0
278294.0
277632.0
277480.0
275964.0
277982.0
277984.0
278520.0
277863.0
276616.0
278760.0
277564.0
278565.0
278566.0
276961.0
277873.0
277922.0
277483.0
277478.0
278264.0
279099.0
279098.0
279879.0
278383.0
277893.0
