Recruits yr^-1
198479
202099
198771
198443
196727
200411
197717
197325
199729
201663
197956
203311
197085
199953
198931
199907
200213
201559
198974
197659
198828
197815
200677
197467
197432
197284
200625
198926
200264
195988
198798
198231
201135
199849
198361
199483
200024
198957
197988
198450
