Recruits yr^-1
257688.0
258189.0
258579.0
257762.0
257420.0
258058.0
258528.0
258170.0
257325.0
258499.0
256877.0
256951.0
258765.0
257947.0
258256.0
259406.0
259964.0
257726.0
257498.0
256393.0
256394.0
257254.0
257252.0
258483.0
257768.0
256873.0
256670.0
256671.0
257240.0
256887.0
256884.0
256297.0
257011.0
257991.0
257626.0
257347.0
257078.0
258794.0
257388.0
257824.0
