Recruits yr^-1
280587.0
282823.0
280029.0
281484.0
281501.0
281379.0
281402.0
281375.0
282117.0
281806.0
281807.0
281210.0
281124.0
281354.0
280289.0
280288.0
282967.0
282964.0
282455.0
280017.0
282971.0
282978.0
280855.0
282797.0
279832.0
281070.0
281071.0
282502.0
281564.0
280523.0
280454.0
280456.0
280925.0
281457.0
281443.0
280701.0
280700.0
280643.0
281233.0
280739.0
