Recruits yr^-1
223557
223594
219933
219370
221084
220116
222489
219022
220622
220653
216602
222092
222401
221458
218642
218875
219488
220070
223638
219630
223635
220306
222568
218958
220426
220931
219464
222125
220877
222539
221620
223612
220021
217690
218346
221306
222985
220878
221325
218915
