Recruits yr^-1
273211.0
273870.0
272345.0
272967.0
272968.0
273383.0
272276.0
272392.0
272389.0
273414.0
271794.0
272909.0
272911.0
272508.0
272506.0
271134.0
271131.0
271985.0
272673.0
271404.0
272299.0
272368.0
272366.0
273019.0
271491.0
272337.0
273392.0
273389.0
271415.0
271073.0
272307.0
271095.0
272645.0
270711.0
273537.0
272487.0
272296.0
272286.0
272943.0
272330.0
