Recruits yr^-1
186282.0
257510.0
233187.0
225771.0
166884.0
157191.0
209422.0
289358.0
166847.0
139558.0
92325.0
134259.0
257774.0
157529.0
228715.0
110117.0
116734.0
222153.0
124255.0
176495.0
166414.0
210525.0
241694.0
256191.0
199527.0
254103.0
210274.0
240952.0
180359.0
247109.0
223649.0
197722.0
174052.0
189070.0
223044.0
234931.0
137557.0
209523.0
182861.0
168221.0
