Recruits yr^-1
207395.0
208121.0
206456.0
208607.0
206521.0
207251.0
206995.0
210538.0
207770.0
205603.0
206758.0
205939.0
206347.0
208827.0
209187.0
205458.0
208152.0
207270.0
207281.0
208636.0
207314.0
208315.0
204981.0
209405.0
208380.0
207193.0
206663.0
209544.0
210918.0
209705.0
209718.0
203994.0
209120.0
209775.0
209541.0
206541.0
205373.0
207613.0
208438.0
208341.0
